0,628,15.245222929936306
1,658,11.722644376899696
2,676,11.738165680473372
3,672,13.34375
4,673,9.848439821693908
5,678,20.058997050147493
6,1373,14.70502549162418
7,1295,13.699227799227799
8,1371,14.758205689277899
9,1281,12.540593286494925
10,1313,15.578446306169079
11,1401,14.748394004282655
12,2044,12.95376712328767
13,2028,12.27120315581854
14,1932,11.450310559006212
15,1941,16.15327150953117
16,1988,13.751006036217303
17,2037,13.332842415316643
18,2664,14.268205705705705
19,2685,9.816387337057728
20,2800,13.650714285714285
21,2617,12.88421857088269
22,2657,16.312382386149793
23,2632,13.685030395136778
