其他,未知,18,F,9786.5,699
其他,未知,18,M,12961.0,956
其他,未知,19,F,6494.5,622
其他,未知,19,M,8977.0,770
其他,未知,20,F,10107.5,607
其他,未知,20,M,1708.5,160
其他,未知,21,F,5503.5,331
其他,未知,21,M,9270.0,761
其他,未知,22,F,8293.5,324
其他,未知,22,M,10869.5,842
其他,未知,23,F,8945.5,752
其他,未知,23,M,5215.5,634
其他,未知,24,F,10932.0,593
其他,未知,24,M,12758.0,740
其他,未知,25,F,6190.5,531
其他,未知,25,M,5060.0,331
其他,未知,26,F,12983.0,557
其他,未知,26,M,8612.0,678
其他,未知,27,F,11384.5,815
其他,未知,27,M,7149.0,482
其他,未知,28,F,8476.0,709
其他,未知,28,M,5206.5,280
其他,未知,29,F,9326.5,710
其他,未知,29,M,12494.0,919
其他,未知,30,F,12015.0,649
其他,未知,30,M,6947.0,892
其他,未知,31,F,10944.0,840
其他,未知,31,M,13764.0,857
其他,未知,32,F,13546.0,879
其他,未知,32,M,6376.5,711
其他,未知,33,F,10859.5,844
其他,未知,33,M,10241.0,785
其他,未知,34,F,8801.0,694
其他,未知,34,M,8738.0,577
其他,未知,35,F,11622.0,919
其他,未知,35,M,11744.0,676
其他,未知,36,F,10580.0,728
其他,未知,36,M,5545.0,334
其他,未知,37,F,7879.0,516
其他,未知,37,M,10853.5,668
其他,未知,38,F,7734.0,633
其他,未知,38,M,7904.0,614
其他,未知,39,F,9358.0,883
其他,未知,39,M,5596.5,478
其他,未知,40,F,2847.0,293
其他,未知,40,M,10718.0,768
其他,未知,41,F,12374.5,605
其他,未知,41,M,7378.5,693
其他,未知,42,F,4983.5,407
其他,未知,42,M,8143.0,733
其他,未知,43,F,5430.5,696
其他,未知,43,M,4702.0,467
其他,未知,44,F,9767.5,496
其他,未知,44,M,9315.5,852
其他,未知,45,F,7457.5,591
其他,未知,45,M,10907.5,514
其他,未知,46,F,9384.0,734
其他,未知,46,M,7404.5,454
其他,未知,47,F,3358.5,296
其他,未知,47,M,15923.5,1096
广东,广州,18,F,84.0,35
广东,广州,18,M,679.0,26
广东,广州,21,F,114.0,40
广东,广州,24,M,1299.0,32
广东,广州,26,M,705.5,40
广东,广州,28,F,144.5,35
广东,广州,30,M,188.5,32
广东,广州,35,M,124.0,43
广东,广州,37,F,1319.0,28
广东,广州,38,F,164.5,57
广东,广州,39,M,682.5,25
广东,广州,40,M,726.5,41
浙江,杭州,18,M,189.5,33
浙江,杭州,19,F,527.0,105
浙江,杭州,19,M,139.0,36
浙江,杭州,21,F,232.5,42
浙江,杭州,27,M,769.0,46
浙江,杭州,28,F,2170.5,69
浙江,杭州,30,F,150.0,47
浙江,杭州,30,M,117.0,37
浙江,杭州,31,M,732.0,38
浙江,杭州,38,F,126.5,35
浙江,杭州,38,M,683.5,27
浙江,杭州,39,F,505.5,129
浙江,杭州,40,F,203.5,43
浙江,杭州,40,M,114.5,40
浙江,杭州,41,F,123.0,36
浙江,杭州,41,M,88.0,35
浙江,杭州,43,M,960.0,75
浙江,杭州,44,F,122.0,32
浙江,杭州,46,F,734.5,30
