0,15.245222929936306,628
1,11.722644376899696,658
2,11.738165680473372,676
3,13.34375,672
4,9.848439821693908,673
5,20.058997050147493,678
6,14.70502549162418,1373
7,13.699227799227799,1295
8,14.758205689277899,1371
9,12.540593286494925,1281
10,15.578446306169079,1313
11,14.748394004282655,1401
12,12.95376712328767,2044
13,12.27120315581854,2028
14,11.450310559006212,1932
15,16.15327150953117,1941
16,13.751006036217303,1988
17,13.332842415316643,2037
18,14.268205705705705,2664
19,9.816387337057728,2685
20,13.650714285714285,2800
21,12.88421857088269,2617
22,16.312382386149793,2657
23,13.685030395136778,2632
